VARIAVEL_PADRAO,ANO,VARIAVEL_ORIGINAL,STATUS_COMPATIBILIDADE,DESCRICAO_OFICIAL,OBSERVACAO
IN_ACESSIBILIDADE_SINAL_TATIL,2024,IN_ACESSIBILIDADE_SINAL_TATIL,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Sinalização tátil (piso/paredes),Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_SINAL_TATIL,2025,IN_ACESSIBILIDADE_SINAL_TATIL,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Sinalização tátil (piso/paredes),Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_SINAL_VISUAL,2021,IN_ACESSIBILIDADE_SINAL_VISUAL,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Sinalização visual (piso/paredes),Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_SINAL_VISUAL,2022,IN_ACESSIBILIDADE_SINAL_VISUAL,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Sinalização visual (piso/paredes),Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_SINAL_VISUAL,2023,IN_ACESSIBILIDADE_SINAL_VISUAL,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Sinalização visual (piso/paredes),Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_SINAL_VISUAL,2024,IN_ACESSIBILIDADE_SINAL_VISUAL,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Sinalização visual (piso/paredes),Mesmo codigo e descricao oficial equivalente ao ano de referencia.
IN_ACESSIBILIDADE_SINAL_VISUAL,2025,IN_ACESSIBILIDADE_SINAL_VISUAL,COMPATIVEL,Recursos de acessibilidade para pessoas com deficiência ou mobilidade reduzida nas vias de circulação interna na escola - Sinalização visual (piso/paredes),Mesmo codigo e descricao oficial equivalente ao ano de referencia.
QT_MAT_BAS_INT,2021,QT_MAT_INF_INT+QT_MAT_FUND_INT+QT_MAT_MED_INT,EQUIVALENCIA PARCIAL,Número de Matrículas na Educação Infantil - Tempo Integral,Total reconstruido pela soma de etapas integrais; regra documentada.
QT_MAT_BAS_INT,2022,QT_MAT_INF_INT+QT_MAT_FUND_INT+QT_MAT_MED_INT,EQUIVALENCIA PARCIAL,Número de Matrículas na Educação Infantil - Tempo Integral,Total reconstruido pela soma de etapas integrais; regra documentada.
QT_MAT_BAS_INT,2023,QT_MAT_INF_INT+QT_MAT_FUND_INT+QT_MAT_MED_INT,EQUIVALENCIA PARCIAL,Número de Matrículas da Educação Infantil - Tempo Integral,Total reconstruido pela soma de etapas integrais; regra documentada.
QT_MAT_BAS_INT,2024,QT_MAT_INF_INT+QT_MAT_FUND_INT+QT_MAT_MED_INT,EQUIVALENCIA PARCIAL,Número de Matrículas da Educação Infantil - Tempo Integral,Total reconstruido pela soma de etapas integrais; regra documentada.
QT_MAT_BAS_INT,2025,QT_MAT_BAS_INT,COMPATIVEL,Número de Matrículas da Educação Básica - Tempo Integral,Mesmo codigo e descricao oficial equivalente ao ano de referencia.
